ID	X	Y
2141	231	131
2142	233	130
2143	235	127
2144	235	126
2145	238	127
2146	230	138
2147	230	143
2148	228	143
2149	228	146
2150	230	148
2151	229	149
2152	232	128
2153	233	127
2154	237	124
2155	235	124
2156	232	125
2157	231	126
2158	231	128
2159	231	129
2160	233	132
2161	240	127
2162	235	130
2163	234	128
2164	239	125
2165	240	124
2166	230	135
2167	230	132
2168	233	128
2169	234	124
2170	225	132
2171	226	135
2172	228	139
2173	230	257
2174	230	260
2175	230	263
2176	230	265
2177	229	266
2178	229	269
2179	230	272
2180	230	278
2181	232	280
2182	235	283
2183	236	281
2184	235	281
2185	234	279
2186	233	275
2187	233	270
2188	232	264
2189	239	287
2190	240	287
2191	243	283
2192	250	285
2193	243	288
2194	254	284
2195	256	284
2196	258	283
2197	260	282
2198	261	281
2199	261	280
2200	263	279
2201	264	279
2202	267	277
2203	265	278
2204	264	277
2205	266	277
2206	249	283
2207	267	275
2208	229	281
2209	227	279
2210	227	276
2211	227	273
2212	225	270
2213	225	268
2214	225	265
2215	225	261
2216	226	256
2217	227	252
2218	189	181
2219	187	181
2220	186	181
2221	184	182
2222	182	182
2223	182	185
2224	180	185
2225	184	185
2226	187	184
2227	189	184
2228	190	184
2229	191	184
2230	192	184
2231	191	187
2232	190	187
2233	188	187
2234	186	187
2235	184	187
2236	183	187
2237	183	190
2238	183	189
2239	180	189
2240	187	189
2241	187	190
2242	188	190
2243	189	190
2244	189	185
2245	187	182
2246	188	182
2247	189	182
2248	188	185
2249	186	186
2250	263	216
2251	262	216
2252	261	218
2253	259	218
2254	258	219
2255	259	220
2256	261	220
2257	265	220
2258	266	220
2259	268	220
2260	266	219
2261	269	219
2262	270	223
2263	267	224
2264	266	224
2265	266	226
2266	264	226
2267	262	226
2268	261	226
2269	259	226
2270	258	225
2271	258	222
2272	265	217
2273	257	221
2274	262	215
2275	264	218
2276	264	221
2277	264	224
2278	262	224
2279	225	85
2280	224	84
2281	223	81
2282	221	81
2283	220	82
2284	222	81
2285	221	84
2286	222	84
2287	224	86
2288	223	87
2289	219	87
2290	220	86
2291	219	85
2292	218	82
2293	218	84
2294	216	85
2295	222	88
2296	135	146
2297	134	146
2298	132	146
2299	133	148
2300	133	147
2301	136	147
2302	136	150
2303	134	151
2304	131	151
2305	130	148
2306	137	149
2307	135	153
2308	133	152
2309	129	153
2310	131	153
2311	130	151
2312	129	151
2313	135	274
2314	134	274
2315	134	276
2316	133	276
2317	131	276
2318	132	275
2319	130	274
2320	132	273
2321	135	272
2322	134	272
2323	133	269
2324	133	270
2325	130	270
2326	128	274
2327	128	272
2328	223	321
2329	218	321
2330	220	321
2331	218	318
2332	220	318
2333	222	318
2334	224	318
2335	226	320
2336	227	320
2337	227	322
2338	225	322
2339	223	322
2340	221	322
2341	324	257
2342	325	256
2343	324	255
2344	323	255
2345	322	255
2346	322	256
2347	322	257
2348	323	258
2349	325	260
2350	327	258
2351	325	254
2352	326	256
2353	324	256
2354	323	257
2355	324	262
2356	323	262
2357	321	262
2358	322	261
2359	320	260
2360	321	257
2361	321	150
2362	322	150
2363	324	150
2364	323	150
2365	323	148
2366	322	148
2367	322	146
2368	320	146
2369	318	146
2370	318	149
2371	316	149
2372	318	152
2373	317	152
2374	319	154
2375	322	154
2376	323	153
