ID	X	Y
1312	22.84056	2.8388
1313	22.356	3.26952
1314	19.20456	2.1924
1315	18.71928	1.33032
1316	18.47736	-0.60888
1317	18.47736	-1.68664
1318	19.68912	-2.33304
1319	20.65896	-2.33304
1320	22.11336	-2.33304
1321	18.47736	0.68392
1322	18.71928	0.46824
1323	19.20456	0.46824
1324	19.20456	-0.60888
1325	19.44648	-1.25528
1326	21.14352	-1.25528
1327	21.38616	-0.17816
1328	22.356	0.8996
1329	21.87072	1.11464
1330	20.41632	1.97672
1331	19.93176	1.546
1332	18.96192	0.8996
1333	19.93176	0.8996
1334	21.6288	-1.04024
1335	24.5376	-1.68664
1336	25.02288	-1.04024
1337	18.96192	2.62312
1338	19.44648	2.8388
1339	22.59864	-1.68664
1340	20.65896	-1.68664
1341	22.356	0.2532
1342	23.56776	0.03752
1343	22.11336	-0.3932
1344	21.87072	1.11464
1345	23.0832	-1.47096
1346	20.41632	-1.04024
1347	19.20456	-0.3932
1348	20.1744	0.68392
1349	22.356	1.97672
1350	16.78032	2.1924
1351	17.26488	1.546
1352	17.26488	0.8996
1353	17.26488	0.03752
1354	17.02224	-0.60888
1355	16.29504	-1.47096
1356	15.32592	-1.68664
1357	13.62888	-1.68664
1358	12.17376	-0.82456
1359	11.44656	1.11464
1360	13.1436	2.62312
1361	14.84064	2.62312
1362	16.53768	2.62312
1363	12.4164	1.76168
1364	12.4164	0.46824
1365	13.62888	-0.3932
1366	15.32592	-0.17816
1367	16.29504	1.546
1368	15.08328	2.1924
1369	14.11344	1.97672
1370	14.35608	1.33032
1371	15.56784	1.11464
1372	15.81048	0.03752
1373	16.29504	0.03752
1374	16.29504	0.8996
1375	15.81048	2.62312
1376	14.598	2.62312
1377	13.8708	2.8388
1378	13.8708	1.76168
1379	13.1436	1.546
1380	13.62888	0.03752
1381	13.8708	0.8996
1382	14.598	-0.60888
1383	16.05312	-0.60888
1384	16.53768	-0.60888
1385	16.05312	-1.25528
1386	14.35608	-1.25528
1387	12.90168	-0.3932
1388	12.90168	0.68392
1389	14.598	1.33032
1390	14.598	0.8996
1391	14.598	0.46824
1392	15.32592	0.2532
1393	15.32592	1.76168
1394	16.05312	1.97672
1395	16.53768	1.11464
1396	17.26488	0.46824
1397	16.53768	-0.3932
1398	14.598	-1.04024
1399	14.11344	-0.17816
1400	15.81048	-0.82456
1401	12.17376	0.46824
1402	13.1436	-1.04024
1403	12.65904	2.1924
1404	11.93184	1.76168
1405	12.4164	2.1924
1406	14.84064	3.26952
1407	16.05312	3.26952
1408	15.32592	3.26952
1409	13.62888	3.4852
1410	12.90168	3.05448
1411	14.35608	3.4852
1412	12.90168	-0.82456
1413	13.8708	-0.82456
1414	14.35608	-1.68664
1415	15.56784	-1.47096
1416	12.17376	-0.17816
1417	11.6892	0.8996
1418	11.6892	0.2532
1419	12.17376	-0.82456
1420	14.598	-0.17816
1421	14.84064	0.8996
1422	14.84064	2.40808
1423	17.26488	0.8996
1424	17.26488	-0.17816
1425	16.53768	-0.3932
1426	14.35608	0.46824
1427	13.1436	1.76168
1428	13.38624	2.40808
1429	14.598	1.97672
1430	14.598	-0.3932
1431	13.38624	-0.60888
1432	19.68912	3.05448
1433	18.23472	3.05448
1434	16.53768	3.26952
1435	17.75016	3.05448
1436	19.20456	3.05448
1437	20.41632	2.8388
1438	18.71928	3.26952
1439	17.50752	3.26952
1440	15.56784	3.26952
1441	17.26488	2.40808
1442	17.50752	2.40808
1443	17.50752	2.62312
1444	22.59864	-2.33304
1445	21.38616	-2.54808
1446	20.1744	-2.54808
1447	18.71928	-2.33304
1448	18.23472	-2.11736
1449	17.50752	-2.11736
1450	18.47736	-1.68664
1451	17.99208	-1.04024
1452	17.26488	-1.04024
1453	18.23472	-1.47096
1454	17.02224	-1.25528
1455	16.05312	-1.47096
1456	16.53768	-1.90168
1457	17.50752	-1.90168
1458	17.99208	-1.90168
1459	17.02224	-1.47096
1460	14.35608	-1.47096
1461	13.38624	-1.25528
1462	12.4164	-0.82456
1463	11.93184	0.03752
1464	11.93184	0.2532
1465	11.93184	2.40808
1466	12.17376	3.4852
1467	12.17376	3.05448
1468	12.90168	2.40808
1469	13.62888	2.8388
1470	13.1436	0.46824
1471	13.38624	0.68392
1472	12.65904	1.11464
1473	12.65904	-1.25528
1474	11.6892	-0.3932
1475	11.20464	0.68392
1476	11.6892	1.33032
1477	11.44656	2.1924
1478	11.6892	2.40808
1479	11.6892	3.05448
1480	13.38624	3.4852
